단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha,경도,위도
문정래미안,170.7,2,2004,문정로 83,6.778482943277998,16,2020-07-11,1.0,127.130231968818,37.4892043157404
경희궁자이(3단지),77.654,15,2017,경교장길 35,7.63066603274777,3,2020-07-11,0.9,126.965114852628,37.5688537151032
한양,84.79,12,1992,미성5길 33,6.418821386247653,28,2020-07-11,0.3682374637371341,126.91538372702,37.4728546408497
신송타워,59.97,7,1997,화곡로63길 93,6.527482908506027,23,2020-07-11,0.8364912501682695,126.847811653783,37.5585028516812
서초래미안,84.95,1,2003,서초대로65길 13-10,7.672442603886743,17,2020-07-11,1.0,127.019150618212,37.4974284760361
홍제원현대(459-0),114.72,7,2000,통일로34길 43,6.760380752265417,20,2020-07-11,1.0,126.948807747156,37.5883336578387
영풍마드레빌,84.741,13,2002,경인로8길 64,6.611290459442431,18,2020-07-11,1.0,126.840291552308,37.4921684984337
중앙하이츠,59.52,5,1998,올림픽로98가길 47,6.828776073689771,22,2020-07-11,1.0,127.131611021266,37.550909200962
한신트리플,39.31,4,2004,방배로33길 29,6.912577011455444,16,2020-07-11,1.0,126.989270518102,37.4912422359315
청계푸르지오시티,30.42,19,2015,천호대로 257,7.033614316188304,5,2020-07-11,1.0,127.050579853883,37.5689570546728
방배1차현대홈타운,84.96,4,1999,서초대로1길 30,7.571520195389089,21,2020-07-11,1.0,126.983614309346,37.4892328804823
휴먼빌,59.943,4,2004,방울내로 31,7.008551065487849,16,2020-07-11,1.0,126.899044894416,37.558518671219
뉴타운,62.73,10,1998,오목로 172,6.160062522682139,22,2020-07-11,0.2666666666666667,126.856585484969,37.5249200868153
영진,80.81,9,1998,서초대로23길 64,7.058949341006785,22,2020-07-11,0.2666666666666667,126.991401794487,37.4901502089193
SKVIEW,84.98,5,2006,경인로 638,6.996862990115265,14,2020-07-11,1.0,126.886233021799,37.5066879494962
하이페리온2,155.586,25,2006,오목로 300,7.14882367627337,14,2020-07-11,1.0,126.87002254331,37.5248304019543
인왕산현대,84.9,3,2000,통일로34길 46,6.873000432929088,20,2020-07-11,1.0,126.949974583404,37.5858575994513
유원문래,84.98,10,1991,문래북로 22,6.718111143112091,29,2020-07-11,0.16193269983758568,126.887735481162,37.5210063334834
신도림3차푸르지오,82.8,11,2007,경인로 619-3,6.910167825387521,13,2020-07-11,1.0,126.884036662859,37.506883854568
동아,84.72,6,2001,한천로11길 10-1,6.756119532891626,19,2020-07-11,1.0,127.061631957974,37.569890008745
삼성산주공(주공3단지),83.21,21,2000,호암로 399,6.579064251191203,20,2020-07-11,1.0,126.925454992929,37.4613714617228
동대문푸르지오시티(도시형생활주택),30.11,11,2016,왕산로 86,7.179198608395571,4,2020-07-11,1.0,127.032477193881,37.5777504650845
성원대치2단지아파트,33.18,4,1992,개포로109길 9,8.01097818020793,28,2020-07-11,0.5642349582180786,127.075101271591,37.4957518185981
당산디오빌,33.09,4,2005,당산로 222,7.066944403677844,15,2020-07-11,1.0,126.902291122854,37.5332447828491
우성아파트,59.93,1,1998,서초대로74길 30,7.756220487121348,22,2020-07-11,1.0,127.026804103993,37.4950903167306
우성7,83.69,10,1987,개포로110길 15,7.727659855097841,33,2020-07-11,0.0,127.079114775367,37.4932437695434
래미안위브,84.98,2,2014,답십리로 130,7.173066118608655,6,2020-07-11,1.0,127.052401156065,37.5728549565736
가양도시개발9-2단지,49.5,10,1993,허준로 234,7.177088212765721,27,2020-07-11,0.6686500527183217,126.863376121004,37.5585550447206
삼정코아,83.74,13,2004,방화동로 126,6.340768229431736,16,2020-07-11,1.0,126.811895300805,37.5719786307152
응암푸르지오,84.2,5,2008,백련산로 146,6.718760675500334,12,2020-07-11,1.0,126.926363056073,37.597777066917
우국리더스빌,49.6,8,2006,동일로197길 85,6.61468235789548,14,2020-07-11,1.0,127.07035874294,37.6260521862183
현대썬앤빌청계,14.82,13,2016,고미술로 71,6.850834988729455,4,2020-07-11,1.0,127.055084670534,37.5660958189944
쌍용,59.99,4,2000,한천로58길 47,7.00323213934356,20,2020-07-11,1.0,127.068769452719,37.6007507501532
반포훼밀리빌,131.84,3,1993,고무래로10길 31,6.7266465786133915,27,2020-07-11,0.09999999999999998,127.010131235656,37.4999174525019
주공19단지(창동리버타운),59.39,1,1989,노해로70길 54,6.998016686850005,31,2020-07-11,0.0,127.051571256137,37.6490757525427
주공19단지(창동리버타운),84.9,4,1989,노해로70길 54,6.842038207325121,31,2020-07-11,0.0,127.051571256137,37.6490757525427
대동,59.54,1,1999,뚝섬로31길 20,7.203133558068388,21,2020-07-11,1.0,127.068118549957,37.5360054106722
서울숲 한신 더 휴,84.95,17,2003,고산자로 164,7.227866365661952,17,2020-07-11,1.0,127.035424100115,37.5550687570722
쌍용,114.35,19,2000,한천로58길 47,6.525200185202939,20,2020-07-11,1.0,127.068769452719,37.6007507501532
길음뉴타운4단지(e편한세상),84.64,12,2005,길음로 118,7.001947804025404,15,2020-07-11,1.0,127.020849661284,37.6113247609887
이편한세상금호파크힐스,59.983,14,2019,금호로 140,7.657881176698433,1,2020-07-11,1.0,127.021928981135,37.5537160329778
풍림2,58.5,5,1990,세검정로1길 35,6.8640802154794756,30,2020-07-11,0.0,126.943908224087,37.5936393558826
롯데낙천대,80.2422,14,2003,여의대방로10길 38,7.081831965444241,17,2020-07-11,1.0,126.912566500917,37.4954099627716
래미안서초스위트,84.9571,4,2009,서운로 221,7.7886188349194665,11,2020-07-11,1.0,127.019869045005,37.5020971910471
대림e-편한세상,59.958,14,2003,한천로63길 10,7.111396368093221,17,2020-07-11,1.0,127.063706436409,37.6049031022538
상암월드컵파크10단지,84.89,2,2010,월드컵북로 502-36,6.982737950513736,10,2020-07-11,1.0,126.881972706527,37.5863328492209
창신쌍용2,106.62,14,1993,낙산길 198,6.549283292973036,27,2020-07-11,0.49068905956085174,127.011011705247,37.5803962235982
수명산SKVIEW,84.94,3,2009,월정로 306,6.685317859273119,11,2020-07-11,1.0,126.829343509089,37.5440629077112
시영2단지(라이프)아파트,34.44,15,1994,섬밭로 156,6.746124115445629,26,2020-07-11,0.8819613125486943,127.068003309209,37.630780862201
시영2단지(라이프)아파트,49.5,9,1994,동일로198가길 149,6.7193546761118,26,2020-07-11,0.5559900001923082,127.067036390357,37.6303911083845
중계그린1단지,39.78,5,1990,동일로207길 17,6.861977165282696,30,2020-07-11,0.0,127.064172805678,37.6427368269293
목동신시가지14,71.4,5,1987,목동동로 130,7.619633496248145,33,2020-07-11,0.0,126.871236888208,37.5149990018814
풍림아이원,84.767,15,2004,뚝섬로 51,7.471795268812014,16,2020-07-11,1.0,127.01959913598,37.5424819793086
보라매우성,84.96,18,1995,보라매로5길 5,6.468352090185118,25,2020-07-11,0.43082708345352594,126.92535870575,37.4923882912073
건영2,75.02,1,1991,덕릉로 517,6.787202481990204,29,2020-07-11,0.20951340729540824,127.066445306726,37.64672872926
한신플러스C,59.91,14,2004,동소문로15길 99,7.063407084935663,16,2020-07-11,1.0,127.013812414551,37.5956037841839
인왕산2차아이파크,112.5301,7,2015,통일로18길 34,6.996718892941129,5,2020-07-11,1.0,126.959234904594,37.5758993239626
경남1,96.98,12,1984,언주로 110,7.6803580380223995,36,2020-07-11,0.0,127.054710026842,37.4854059409863
주공2,44.52,8,1992,한글비석로14길 8,6.667164814064207,28,2020-07-11,0.6325226689215366,127.077434215909,37.6574763373212
개포6차우성아파트1동~8동,79.97,4,1987,언주로 3,7.660724988515585,33,2020-07-11,0.0,127.055925867398,37.4767921771121
양천벽산블루밍3단지,59.99,10,2006,월정로7길 24,6.819090745832621,14,2020-07-11,1.0,126.838939628498,37.5237910016543
보라매삼성,84.84,3,1996,보라매로 62,6.819843406659257,24,2020-07-11,1.0,126.927602560192,37.4948015028766
서울숲리버뷰자이,84.96,18,2018,고산자로2길 65,7.540748536722336,2,2020-07-11,1.0,127.038836506223,37.556198526017
대우,59.98,10,2001,보국문로30길 15,6.703521502142101,19,2020-07-11,1.0,127.002991161254,37.6174300420309
트리움팰리스,21.7,10,2013,월정로20길 62-7,6.39539237589726,7,2020-07-11,1.0,126.842230574127,37.52958563744
서울숲리버뷰자이,84.9,12,2018,고산자로2길 65,7.476249590773388,2,2020-07-11,1.0,127.038836506223,37.556198526017
경남아너스빌,84.97,5,2005,창전로2길 42,7.050424504637259,15,2020-07-11,1.0,126.933759760818,37.549681127528
마곡수명산파크2단지,84.53,1,2007,강서로47길 158,6.85142463081353,13,2020-07-11,1.0,126.827641834082,37.5538579739487
북한산푸르지오,84.99,7,2015,통일로 660,7.039932654974985,5,2020-07-11,1.0,126.936142883261,37.6059008670873
북한산푸르지오,59.99,10,2015,통일로 660,7.290914211795342,5,2020-07-11,1.0,126.936142883261,37.6059008670873
대림e-편한세상,84.972,4,2003,한천로63길 10,6.878231781865135,17,2020-07-11,1.0,127.063706436409,37.6049031022538
길동우성,84.75,11,1994,천호대로193길 37,6.956685902453717,26,2020-07-11,1.0,127.143560644745,37.5375360802724
길동우성,57.1,2,1994,천호대로193길 37,7.03733843221581,26,2020-07-11,0.8988622648534861,127.143560644745,37.5375360802724
현대하이츠,111.96,2,2004,역삼로34길 12,6.7004731208517345,16,2020-07-11,1.0,127.042189531902,37.4963453414132
펜트라우스,84.95,20,2011,백범로 205,7.301974337815674,9,2020-07-11,1.0,126.954094951539,37.5440255735187
신동아,72.44,6,1983,천중로 264,7.043837253763522,37,2020-07-11,0.0,127.149551483961,37.5396196848963
한신동성,112.24,4,1993,한글비석로 151,6.729346229402148,27,2020-07-11,0.5321928094887362,127.075618420021,37.6413291057329
백련산힐스테이트1차,59.93,3,2011,백련산로2길 19,7.101606970563645,9,2020-07-11,1.0,126.925269500776,37.5924768384074
목동신시가지8,105.35,1,1987,목동서로 280,7.3862655757822,33,2020-07-11,0.0,126.867563264965,37.5223402739432
상아,51.29,9,1989,섬밭로 265,6.9499411314829205,31,2020-07-11,0.0,127.062716147408,37.6382878280766
청계한신휴플러스,59.74,18,2010,서울시립대로 14,7.3373657638206184,10,2020-07-11,1.0,127.047273509268,37.5720742467292
신동아,81.07,4,1986,고덕로 240,7.328683456050554,34,2020-07-11,0.0,127.151914012333,37.5538244191386
은평뉴타운 제각말 푸르지오(5-4단지),84.89,10,2010,연서로 455,6.783887091768571,10,2020-07-11,1.0,126.933915021143,37.6373953656635
강서힐스테이트,84.99,4,2015,우현로 67,7.235906300937267,5,2020-07-11,1.0,126.837207520139,37.5475461876358
롯데캐슬퍼스트,111.22,12,2008,고덕로 131,7.123498742379923,12,2020-07-11,1.0,127.143838799591,37.5551667468122
우장산타워빌,83.8,4,2002,우장산로4길 60,6.513562909646495,18,2020-07-11,0.6339850002884625,126.83834112621,37.5519154209522
녹번역센트레빌,59.97,5,2013,백련산로 160,7.033418546977825,7,2020-07-11,1.0,126.925920084826,37.5983345031022
응암푸르지오,114.92,4,2008,백련산로 146,6.4401851638871035,12,2020-07-11,1.0,126.926363056073,37.597777066917
성사1차풍림아파트101동,84.99,4,2000,성암로1길 8,6.625666040398227,20,2020-07-11,1.0,126.912078739289,37.568593763765
홍제센트럴IPARK,84.9728,8,2020,통일로 395,7.4070664963120505,0,2020-07-11,1.0,126.944491273195,37.5846147512232
부영,80.64,7,1994,강서로56나길 110,6.8808590994474415,26,2020-07-11,0.993494814910977,126.842838841866,37.5635151546596
영등포푸르지오,73.133,4,2002,도신로29길 28,7.187088980163894,18,2020-07-11,1.0,126.902325704642,37.5117542837524
관악드림(삼성),59.83,8,2003,성현로 80,7.133736185116507,17,2020-07-11,1.0,126.952985510916,37.4898474387668
아크로타워스퀘어,84.65,6,2017,국회대로54길 10,7.417990060781161,3,2020-07-11,1.0,126.906430209934,37.5236586861947
우림루미아트,59.9488,5,2003,월드컵로31길 77,6.988651684285155,17,2020-07-11,1.0,126.901081152787,37.5597471018167
대상3,59.61,7,2000,월드컵로31길 103,6.751757566474628,20,2020-07-11,1.0,126.8996395036,37.5593832340267
래미안서초스위트,95.7555,17,2009,서운로 221,7.721235619001969,11,2020-07-11,1.0,127.019869045005,37.5020971910471
고덕숲아이파크,84.97,13,2018,고덕로80길 134,7.4421907683872615,2,2020-07-11,1.0,127.164857017437,37.5517184559273
경남,59.76,2,2005,논현로 209,7.783753773357251,15,2020-07-11,1.0,127.041198352091,37.4891441210876
대림아파트,84.92,17,1993,여의대방로44길 10,7.286327207752119,27,2020-07-11,0.6977279923499915,126.926090830361,37.5073612178503
월곡래미안루나밸리,59.98,4,2007,월곡로14길 26,7.104203546809665,13,2020-07-11,1.0,127.04265205735,37.6002341968287
벽산,84.85,7,1988,섬밭로 229,6.861319441974341,32,2020-07-11,0.0,127.064539154736,37.636617860423
관악드림(동아),84.96,2,2003,성현로 80,6.925719135426342,17,2020-07-11,1.0,126.952985510916,37.4898474387668
배재현대,59.94,1,1995,고덕로61길 37,7.221130464357873,25,2020-07-11,1.0,127.151957877396,37.5567561163334
주공2,58.65,14,1995,여의대방로44길 47,7.2550083116792505,25,2020-07-11,0.9153088493882789,126.930418625519,37.5099235104732
영등포푸르지오,79.777,21,2002,도신로29길 28,7.187230989537399,18,2020-07-11,1.0,126.902325704642,37.5117542837524
삼익,89.62,1,1982,효령로34길 79,7.468422574972448,38,2020-07-11,0.0,,
CJ나인파크,97.24,12,2007,백범로90다길 12,7.1180648723162605,13,2020-07-11,1.0,126.969212704338,37.5363523414327
대원칸타빌,81.233,5,2001,목동로 224,7.219963911745666,19,2020-07-11,0.3666666666666667,126.864612020665,37.5283967941925
염리삼성래미안,59.76,2,2001,백범로25길 63,7.3392073152066155,19,2020-07-11,1.0,126.946778802082,37.5493387565751
태영,59.97,11,1999,공항대로61길 60,6.908255404023819,21,2020-07-11,1.0,126.867554920517,37.553671357403
쌍용스윗닷홈,84.98,19,2005,거북골로 91-6,6.907990600785788,15,2020-07-11,1.0,126.919548435684,37.5754683653941
고척파크푸르지오,59.89,2,2009,중앙로 121,7.143344025354092,11,2020-07-11,1.0,126.857986323802,37.5088710450008
학마을1단지,49.99,7,2000,신정로14길 6,6.897904963131302,20,2020-07-11,1.0,126.844411617245,37.5085358903662
개포주공5단지,61.19,1,1983,삼성로4길 17,7.941265978321141,37,2020-07-11,0.0,127.06903483437,37.4879144140576
관악산벽산타운5,59.34,12,2004,금하로 816,6.5856717798130235,16,2020-07-11,1.0,126.920020808062,37.4497786332027
흑석한강푸르지오,84.98,8,2012,흑석한강로 27,7.3925930294526765,8,2020-07-11,1.0,126.966284444741,37.5040994188129
관악월드메르디앙,84.56,8,2005,관악로28길 80,6.704400442017414,15,2020-07-11,1.0,126.959145284638,37.4835249228558
삼성래미안,59.33,21,2001,가마산로79길 7,7.0441479038876915,19,2020-07-11,1.0,126.914597806278,37.505139698634
봉천우성,84.96,10,2000,관악로30길 12,6.8222835481781,20,2020-07-11,1.0,126.960607343765,37.4841357625535
화곡푸르지오,104.75,13,2002,화곡로13길 107,6.830889698683273,18,2020-07-11,1.0,126.832243922532,37.5472449743241
래미안마포리버웰,114.66,12,2015,토정로31길 23,7.459088876226393,5,2020-07-11,1.0,126.941469163819,37.5416401804529
현대프라임,59.82,16,1997,광나루로56길 29,7.421585411768427,23,2020-07-11,1.0,127.096536670188,37.5369576884242
한진한화그랑빌,84.97,1,2002,마들로 31,6.776256151352201,18,2020-07-11,1.0,127.067084588448,37.6187253727752
남산센트럴자이,114.84,7,2009,퇴계로 235,6.7940782223077365,11,2020-07-11,1.0,126.997824376224,37.562514395202
주공5,84.79,2,1992,중계로 230,7.016177502165922,28,2020-07-11,0.42146187299249077,127.075054984295,37.6510358515074
주공5,76.51,12,1992,중계로 230,7.047670642216583,28,2020-07-11,0.46515199489999437,127.075054984295,37.6510358515074
태솔에버빌,84.86,3,2008,삼양로80길 55,6.050271377664068,12,2020-07-11,0.6,127.020879231249,37.631610489924
동훈CDI,81.77,2,2010,조원로13길 23,6.468460306355568,10,2020-07-11,0.6666666666666667,126.90957576652,37.4847472628249
한화오벨리스크,38.88,8,2004,마포대로 33,7.147225723583776,16,2020-07-11,1.0,126.945447452979,37.5399847863145
신공덕래미안2차,114.5,5,2000,만리재로 74,6.954672198769889,20,2020-07-11,1.0,126.958912258488,37.5464519366705
주공2,39.97,16,2001,한천로 248,6.803145044715015,19,2020-07-11,1.0,127.071898008969,37.5832360364758
석관래미안,59.9,2,2009,화랑로 214,7.03458647903684,11,2020-07-11,1.0,127.054832710998,37.6091583377123
마포래미안푸르지오4단지,84.5978,3,2014,마포대로 195,7.545020832670048,6,2020-07-11,1.0,126.95422378666,37.5524339233654
센츄리,84.56,12,1994,중앙로12길 12,6.562970442541558,26,2020-07-11,0.838053629181633,126.861878164061,37.5049591740101
이펜하우스4단지,84.86,1,2011,신정이펜1로 51,6.557758100164544,9,2020-07-11,1.0,126.83110409084,37.5108510316658
관악파크푸르지오,84.98,2,2014,행운10길 21,6.907990600785788,6,2020-07-11,1.0,126.962151071938,37.4822590156576
래미안영등포프레비뉴,84.98,5,2015,가마산로 442,7.309526430754063,5,2020-07-11,1.0,126.909527051265,37.5049819420382
청담동삼성1차(101동),59.4,4,1997,삼성로133길 20,7.7213008525644495,23,2020-07-11,1.0,127.047832809734,37.5194542356183
동아3,84.99,24,2000,신도림로 78,7.252713419253649,20,2020-07-11,1.0,126.884700212286,37.5093892062559
동아1,59.978,21,1999,신도림로 87,7.312475392142937,21,2020-07-11,1.0,126.882239095216,37.5109603819235
동아1,84.908,5,1999,신도림로 87,7.166667327392355,21,2020-07-11,1.0,126.882239095216,37.5109603819235
동진신안,101.99,8,1993,중계로 195,6.9368408598772335,27,2020-07-11,0.5977279923499915,127.078912843722,37.6495870762085
한성,134.33,4,1997,가마산로 575,6.602575670041805,23,2020-07-11,0.9333333333333331,126.919573843923,37.5048413546279
한일유앤아이,74.229,8,2006,가마산로 87,6.652385317388923,14,2020-07-11,1.0,126.876157009657,37.4858484455147
극동(105),84.32,4,1993,동작대로29길 119,6.961772563921225,27,2020-07-11,0.6714245517666121,126.976056747281,37.4908886337091
우민늘푸른,78.555,15,2004,도림로20길 50,6.63663276770398,16,2020-07-11,0.4666666666666667,126.893837128928,37.4882597225362
