단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha
예촌그린,97.24,1,2004,남부순환로256나길 21,642.7396133278487,18,2022-01-27,0.6339850002884625
영화노블레스아파트,24.41,12,2019,통일로65길 3,1136.8291683736174,3,2022-01-27,1.0
공덕자이,59.99,6,2015,마포대로24길 16,2500.416736122687,7,2022-01-27,1.0
라이프,59.13,7,1996,문성로 86,761.03500761035,26,2022-01-28,0.21132833342948742
서초그랑자이,119.41,26,2021,효령로 391,3768.528598944812,1,2022-01-28,1.0
프레미어스엠코,175.05,43,2013,망우로 353,1188.231933733219,9,2022-01-28,1.0
한솔애리즈,81.5,7,2010,양재대로95길 60,791.5337423312883,12,2022-01-28,0.9509775004326936
에메랄드103동,60.54,2,2012,은천로34길 24,1040.6342913776016,10,2022-01-28,1.0
마이다스힐빌라트,243.52,2,2003,역삼로25길 20,295.6636005256242,19,2022-01-28,0.5811529169310906
워커힐리버빌,235.56,4,1997,아차산로78가길 3,857.5309899813211,25,2022-01-28,0.2641604167868593
스위트드림아파트,50.91,7,2019,화곡로21길 71-1,942.8403064230996,3,2022-01-29,1.0
우성,92.16,4,2002,강서로17나길 33-17,531.6840277777778,20,2022-02-03,0.5283208335737187
래미안라클래시,101.98,7,2021,삼성로 651,3738.1839576387524,1,2022-02-04,1.0
엘림,43.75,7,2003,오목로11길 17-6,240.0,19,2022-02-05,0.5811529169310906
정릉2차e-편한세상,59.92,8,2009,북악산로 851,1335.1134846461948,13,2022-02-05,1.0
길음뉴타운경남아너스빌,84.87,3,1999,정릉로 305,877.8131259573465,23,2022-02-06,0.7751165554737177
포레스트힐시티,18.7352,7,2017,대학로 33,1014.1338229642598,5,2022-02-07,1.0
유진아이디움,14.03,11,2019,연서로28길 8,1247.327156094084,3,2022-02-08,1.0
신양지(가동),65.53,3,2004,개봉로17바길 49,531.0544788646422,18,2022-02-08,0.6339850002884625
신양,39.56,5,2004,봉천로21길 62,530.8392315470171,18,2022-02-08,0.6339850002884625
DMC롯데캐슬더퍼스트,39.83,4,2021,수색로 300,1051.9708762239518,1,2022-02-08,1.0
대호스카이빌,68.68,5,2001,곰달래로31마길 43,356.72684915550377,21,2022-02-08,0.4754887502163469
훼밀리힐,59.16,7,1996,오현로 141,681.2035158891143,26,2022-02-09,0.21132833342948742
래미안솔베뉴,49.68,20,2019,양재대로 1650,2415.458937198068,3,2022-02-09,1.0
풀내음(A동),66.12,7,2006,공릉로12길 26,635.2087114337568,16,2022-02-10,1.0
쉐라톤,84.68,7,1997,연서로43길 21,342.4657534246575,25,2022-02-10,0.2641604167868593
불광롯데캐슬,114.99,16,2018,불광로 64,1147.925906600574,4,2022-02-11,1.0
미래,66.595,3,2005,남부순환로 1990,765.8232600045048,17,2022-02-11,1.0
공덕현대,51.62,3,1989,마포대로11길 73,1782.2549399457575,33,2022-02-11,0.0
그린빌리지,197.91,4,1996,논현로4길 28,909.5043201455208,26,2022-02-11,0.21132833342948742
삼성동힐스테이트 1단지,26.5,6,2008,학동로68길 29,3962.264150943396,14,2022-02-11,0.8453133337179499
한서3차,72.29,7,2004,강서로47다길 10-6,604.5096140545027,18,2022-02-11,0.6339850002884625
모아(365-35),82.41,5,2006,응암로16길 12,776.6047809731829,16,2022-02-11,0.7396491670032062
은평서해그랑블,59.21,13,2021,서오릉로 253,1266.6779260260091,1,2022-02-11,1.0
LIPe-푸른아파트,59.2,7,2014,개봉로17아길 41-13,726.3513513513514,8,2022-02-12,1.0
드림빌라트,73.49,3,2001,대방동27길 4,762.0084365219758,21,2022-02-12,0.4754887502163469
경동팰리스힐,12.66,7,2014,양천로14길 44,703.001579778831,8,2022-02-12,1.0
그린씨티,81.799,3,2004,강서로47라길 79,806.8558295333684,18,2022-02-12,0.8
호산프라자,28.8,6,1997,선릉로 604,1215.2777777777778,25,2022-02-12,0.2641604167868593
라파엘로,153.82,5,2004,명달로15길 11,1053.1790404368744,18,2022-02-12,0.6339850002884625
강변그대가갤럭시,84.96,10,2009,올림픽로89길 55,1471.280602636535,13,2022-02-12,1.0
한솔(61-116),59.78,3,2006,초록마을로6길 20,384.74406155904984,16,2022-02-12,0.7396491670032062
극동스타클래스2,72.5,5,2006,효령로67길 35,1903.448275862069,16,2022-02-12,0.7396491670032062
연세힐하우스1,187.73,1,2003,압구정로71길 30-11,1598.039737921483,19,2022-02-14,0.5811529169310906
지엠벨리,25.61,15,2019,화곡로 374,1503.3190160093714,3,2022-02-14,1.0
벨러스빌,86.51,5,2004,학동로5길 17,751.3582244827187,18,2022-02-14,0.6339850002884625
구파발10단지어울림(1011~1019동)BL3-1,134.56,7,2010,진관3로 15-45,891.79548156956,12,2022-02-14,0.9509775004326936
e편한세상송파파크센트럴,84.97,2,2021,오금로 551,1794.7510886195128,1,2022-02-14,1.0
경동미르웰여의도,14.03,10,2017,버드나루로7길 3,1425.5167498218104,5,2022-02-14,1.0
예명,68.93,2,2001,송파대로37길 80,1131.5827651240388,21,2022-02-15,0.4754887502163469
한강아남,84.24,9,1995,능동로3다길 13,1246.4387464387464,27,2022-02-15,0.19999999999999996
태영으뜸(데시앙),68.59,7,1998,세검정로3길 63,933.0806239976672,24,2022-02-15,0.31699250014423114
수정빌라트(56-45),65.32,2,2000,상도로47길 36,796.0808328230252,22,2022-02-15,0.422656666858975
남산대림,149.53,1,1994,녹사평대로 254,1270.6480304955528,28,2022-02-15,0.17233083338141036
사당휴브리지(206-127),12.81,11,2015,사당로 158,1209.9921935987509,7,2022-02-16,1.0
삼성래미안,89.88,1,2001,남부순환로 2803,2725.856697819315,21,2022-02-16,0.9000000000000001
서초,77.75,13,2003,호암로16길 5,823.1511254019292,19,2022-02-17,0.7333333333333334
대우디오슈페리움2단지,84.92,15,2007,관악로 168,1154.0273198304287,15,2022-02-17,1.0
경희궁자이(3단지),116.9383,9,2017,경교장길 35,1966.8491845699828,5,2022-02-17,1.0
urbanplace,23.456,8,2014,효령로77길 30,1065.825375170532,8,2022-02-17,1.0
태릉해링턴플레이스,74.95,19,2022,공릉로34길 86,1587.7251501000667,0,2022-02-18,1.0
프라임하우스(342-44),48.21,6,2012,강서로12길 8-28,528.9359054138146,10,2022-02-18,1.0
한강동원아파트,84.92,8,2003,토정로2길 6-12,1330.6641544983513,19,2022-02-18,0.5811529169310906
에메랄드(351-5),55.111,8,2016,장한로18길 26-10,749.3966721707101,6,2022-02-18,1.0
대운2차,53.2,6,2003,남부순환로33길 17,375.9398496240601,19,2022-02-18,0.5811529169310906
래미안서초7차,148.08,8,2006,사임당로17길 80,1620.7455429497568,16,2022-02-18,1.0
강변타운,59.85,2,2000,동교로3길 79,1044.2773600668338,22,2022-02-19,0.422656666858975
광남푸른마을,73.23,2,2001,양화로7안길 35,887.6143656971186,21,2022-02-19,0.4754887502163469
탑힐,39.72,3,2002,청구로1길 6,2517.623363544814,20,2022-02-19,0.5283208335737187
삼선에스케이뷰,195.21,13,2012,삼선교로16길 35,1075.7645612417396,10,2022-02-19,1.0
신양,84.82,2,2004,봉천로21길 62,462.15515208677203,18,2022-02-19,0.6339850002884625
우성2차아파트(334-6),71.35,7,2005,장한로26길 67,812.8941836019623,17,2022-02-19,1.0
현대파크빌,218.49,6,1999,중대로 174,590.416037347247,23,2022-02-19,0.369824583501603
센트럴파크55,48.49,7,2019,봉우재로 155,952.7737677871726,3,2022-02-19,1.0
상봉힐스테이,17.25,10,2021,봉우재로37길 17,1768.1159420289855,1,2022-02-20,1.0
매그놀리아(2차),75.28,6,2004,중대로 290,730.605738575983,18,2022-02-21,0.6339850002884625
에비뉴나인티,49.61,2,2020,도산대로59길 24,3148.558758314856,2,2022-02-21,1.0
서안팰리스,81.85,5,2011,천호대로13길 20,671.9609040928528,11,2022-02-21,1.0
독산오르페움타워,40.074,6,2020,독산로85길 36,898.3380745620602,2,2022-02-21,1.0
로마아트빌,61.808,10,2003,중앙로23길 22,614.8071447061869,19,2022-02-21,0.5811529169310906
오동공원현대,117.9794,12,2001,오현로31길 89,745.892927070319,21,2022-02-21,0.4754887502163469
타워팰리스2,160.56,4,2003,언주로30길 57,2366.7164922770303,19,2022-02-21,1.0
잠실시그마타워,208.72,15,1996,올림픽로 289,1077.9992334227672,26,2022-02-22,0.34466166676282073
디에이치아너힐즈,131.3226,8,2019,삼성로 11,4492.752961028795,3,2022-02-22,1.0
상봉힐스테이,14.75,11,2021,봉우재로37길 17,1966.1016949152543,1,2022-02-23,1.0
남서울,66.12,2,1974,신길로 108,1339.5341802782818,48,2022-02-23,0.0
타워팰리스1,121.42,39,2002,언주로30길 56,3047.2739252182505,20,2022-02-23,0.9357849740192015
청담신원아침도시마인,28.3132,6,2013,도산대로85길 30,1052.5126089597786,9,2022-02-23,1.0
위너스힐(111-89),52.04,13,2021,광나루로20길 34,960.7993850883936,1,2022-02-24,1.0
무지개,84.96,2,1980,시흥대로73길 11,1165.2542372881358,42,2022-02-24,0.0
위너스힐(111-89),58.05,10,2021,광나루로20길 34,861.3264427217916,1,2022-02-24,1.0
아크로힐스논현,84.208,4,2014,언주로 604,2493.8248147444424,8,2022-02-24,1.0
숭인한양LEEPS,12.78,4,2014,난계로29가길 20,931.1424100156495,8,2022-02-25,1.0
청담신원아침도시마인,49.4473,8,2013,도산대로85길 30,1668.442968574624,9,2022-02-25,1.0
은하수,67.14,9,1992,언주로70길 24,2457.5513851653263,30,2022-02-25,0.0
삼정아트테라스정동,14.2664,8,2020,서소문로 89-20,1822.4639712891828,2,2022-02-25,1.0
북한산포레스트,19.08,6,2021,서오릉로 80,1441.2997903563942,1,2022-02-25,1.0
선경에버빌,49.21,5,2002,강남대로6길 126,812.842918106076,20,2022-02-25,0.5283208335737187
프라임펠리스,21.39,19,2012,백범로90길 38,1182.7956989247311,10,2022-02-25,1.0
(716-17),35.94,2,2000,구로동로15길 1-6,639.9554813578186,22,2022-02-25,0.7486279792153613
성아1,52.0,11,1970,독서당로 73,1048.076923076923,52,2022-02-26,0.0
DMC센트레빌,114.85,11,2009,거북골로 120,1297.3443622115803,13,2022-02-27,1.0
은하수수목원2차(101동),68.32,5,2007,경인로2길 34,585.480093676815,15,2022-02-27,0.792481250360578
우민조원,73.36,2,2003,조원로11길 24,1015.5398037077426,19,2022-02-27,0.8513736347920329
가산피어니빌,13.8029,8,2017,디지털로12길 37,1050.5038796195004,5,2022-02-27,1.0
우남,133.02,11,1998,서오릉로 258,548.7896556908735,24,2022-02-28,0.31699250014423114
라테라스청담,18.55,4,2018,학동로81길 9,1832.8840970350404,4,2022-02-28,1.0
현대캐슬,68.74,4,2008,도봉로34길 48,645.9121326738435,14,2022-02-28,0.8453133337179499
삼정아트테라스정동,32.0134,2,2020,서소문로 89-20,1499.3721379172473,2,2022-02-28,1.0
솔루체2차아파트,48.31,7,2022,월드컵로31길 116,1428.2757193127716,0,2022-02-28,1.0
온수동,64.87,5,2001,부일로1다길 16-8,439.3402188993371,21,2022-02-28,0.4754887502163469
운현신화타워,57.18,11,1998,삼일대로32길 36,961.8747813920951,24,2022-03-01,0.31699250014423114
효성트럼프,67.53,7,2004,제기로2길 51,651.5622686213535,18,2022-03-01,0.6339850002884625
(185-5),133.78,3,2002,양재대로71길 2-11,1039.0192853939304,20,2022-03-01,0.7739760316291208
벽산메트로시티,23.02,10,2012,통일로 749-7,834.0573414422241,10,2022-03-01,1.0
한양마이라움,18.36,5,2018,살곶이길 146,953.1590413943355,4,2022-03-01,1.0
에벤에셀프라자,100.99,8,1997,금하로 720,554.5103475591643,25,2022-03-02,0.2641604167868593
이산,46.06,3,2011,논현로111길 34,673.0351715154146,11,2022-03-02,1.0
그린,72.53,5,1999,봉천로23다길 13,716.944712532745,23,2022-03-02,0.369824583501603
서울역센트럴자이,84.9918,20,2017,만리재로 175,2111.9684487209356,5,2022-03-02,1.0
신도림 아르디에,21.38,4,2018,경인로66길 19,1028.999064546305,4,2022-03-03,1.0
풍산쉐르빌102동,47.5,4,2002,상봉중앙로10길 15,536.8421052631579,20,2022-03-03,0.5283208335737187
수산오성,77.83,4,2002,강서로45나길 15,803.032249775151,20,2022-03-03,0.5283208335737187
세민하이파크,40.88,10,2017,가좌로 319,1259.784735812133,5,2022-03-03,1.0
등촌동성원,157.81,8,1997,강서로56길 80,475.2550535454027,25,2022-03-03,0.2641604167868593
새한,59.89,7,2000,자양로26길 71,1435.965937552179,22,2022-03-03,0.6893233335256418
신반포16,83.11,4,1983,잠원로 157,3104.319576464926,39,2022-03-04,0.0
선경에버빌,58.28,5,2002,강남대로6길 126,978.0370624571036,20,2022-03-04,0.5283208335737187
동우아파트,67.435,6,2011,자양로 304,926.8184177355972,11,2022-03-04,1.0
한양아이클래스,13.75,10,2013,강서로7길 107,618.1818181818181,9,2022-03-04,1.0
서강GS,84.4,2,1999,창전로 26,1694.3127962085307,23,2022-03-04,1.0
롯데캐슬,135.73,12,2002,삼성로85길 11,2166.064981949459,20,2022-03-05,0.6666666666666667
웰피아,60.05,6,2004,관천로18길 27,982.5145711906745,18,2022-03-05,0.6339850002884625
(791-62),32.91,3,1997,디지털로27라길 34-7,653.296870252203,25,2022-03-05,0.43082708345352594
산내들,27.77,7,2012,곰달래로26길 12,698.5956067698955,10,2022-03-05,1.0
현대빌라트,97.4,4,2000,승방3가길 1,790.5544147843942,22,2022-03-05,0.422656666858975
(744-5),58.96,4,1996,구로동로8길 47,491.85888738127545,26,2022-03-05,0.21132833342948742
진명비베레,12.088,6,2012,동일로190길 7,810.7213765718068,10,2022-03-05,1.0
(743-72),58.3,2,1988,구로동로20길 41-17,480.2744425385935,34,2022-03-06,0.0
역촌맨션,65.78,3,1973,연서로17길 12,676.4974156278504,49,2022-03-07,0.0
현진베스트빌,82.0,2,2003,강남초등길 23-3,676.829268292683,19,2022-03-07,0.5811529169310906
연희파크푸르지오,84.1861,10,2018,홍제천로 136,1437.2919044830442,4,2022-03-07,1.0
역촌맨션,53.2,5,1973,연서로19길 9,682.3308270676691,49,2022-03-07,0.0
인택스빌,72.48,8,2001,오금로27길 16,1172.737306843267,21,2022-03-07,0.4754887502163469
역촌맨션,66.43,1,1973,연서로17길 12,669.8780671383411,49,2022-03-07,0.0
태솔에버빌2차,59.6,6,2015,장한로23길 11-12,478.1879194630872,7,2022-03-08,1.0
제일에비앙,83.74,4,2004,강서로5가길 42,561.2610460950561,18,2022-03-08,0.8
현대안성타워,49.41,13,1998,이태원로 217,1254.8067192875938,24,2022-03-08,0.31699250014423114
북한산네이처파크,59.67,6,2015,4.19로9길 17,821.1831741243506,7,2022-03-08,1.0
대호드림빌(38-213),83.65,2,2002,효창원로37마길 12,1055.5887627017332,20,2022-03-08,0.6666666666666667
기영,84.33,4,1998,마천로51길 27,1351.832088224831,24,2022-03-09,0.31699250014423114
하버라인4단지,59.94,3,2019,항동로 72,1134.467801134468,3,2022-03-10,1.0
아데나339,12.6,7,2012,여의대방로54길 39,873.015873015873,10,2022-03-10,1.0
도곡지웰카운티101동,107.11,4,2010,남부순환로373길 3,1773.8773223788628,12,2022-03-10,1.0
e-푸른나동,82.6,5,2004,중랑천로12길 17,665.859564164649,18,2022-03-10,0.6339850002884625
역촌맨션,53.21,5,1973,연서로19길 9,682.2025934974629,49,2022-03-10,0.0
산솔트윈,53.96,10,2009,봉우재로 229,644.9221645663455,13,2022-03-10,0.8981454170753218
제이타워3,12.19,12,2012,통일로 745-10,1033.6341263330598,10,2022-03-10,1.0
삼호2,132.39,1,1976,방배로43길 2,1661.7569302817435,46,2022-03-11,0.0
영등포중흥에스클래스,84.95,17,2021,선유서로24길 6,1530.3119482048264,1,2022-03-11,1.0
삼성동헤렌하우스2(82-1),217.86,6,2010,영동대로128길 45,2295.0518681722206,12,2022-03-11,1.0
포스틸빌라트,69.97,4,2004,테헤란로20길 36,764.6134057453195,18,2022-03-11,0.6339850002884625
금성아파트,68.91,5,2011,사가정로23가길 31,725.5840951966334,11,2022-03-11,1.0
장충,28.69,2,1981,동호로25길 36,432.2063436737539,41,2022-03-11,0.0
디에이치반포라클라스,59.9951,31,2021,서초중앙로 206,4500.367530014951,1,2022-03-11,1.0
에이원,58.66,7,2015,홍제원길 45,797.81793385612,7,2022-03-12,1.0
백련산파크자이,49.759,13,2021,백련산로 67,1477.119717036114,1,2022-03-12,1.0
고덕자이,101.041,27,2021,상일로 55,1731.9701903187815,1,2022-03-12,1.0
진명비베레,13.9092,1,2012,동일로190길 7,589.5378598337791,10,2022-03-12,1.0
푸른마을(432-921),58.92,1,2000,동호로11마길 34,385.2681602172437,22,2022-03-12,0.422656666858975
거장메카(116-22),24.77,7,2021,응암로 293,1849.0109002826,1,2022-03-12,1.0
대광,51.57,2,1971,안암로9나길 14,775.6447547023463,51,2022-03-14,0.0
기용,44.37,5,1988,노해로57길 71,534.1446923597025,34,2022-03-14,0.0
상지리츠빌카일룸(65-4),237.74,12,2012,삼성로 636,2397.577185160259,10,2022-03-14,1.0
신화아파트(200-4),66.75,3,2004,독산로22길 86,441.94756554307116,18,2022-03-14,0.6339850002884625
녹번역e편한세상캐슬,84.94,15,2021,은평로 220,1506.9460795855898,1,2022-03-15,1.0
진명비베레,13.7456,3,2012,동일로190길 7,611.1046443952974,10,2022-03-15,1.0
한백고은,84.62,4,2005,고척로 19,551.8789884188135,17,2022-03-15,0.6868170836458343
삼정아트테라스정동,20.0525,9,2020,서소문로 89-20,2501.8825582845034,2,2022-03-16,1.0
미진주택B동,37.43,6,2002,경인로 193-19,662.570130911034,20,2022-03-16,0.5283208335737187
조호그레이스,61.65,7,2004,용마산로 561,600.162206001622,18,2022-03-16,0.6339850002884625
백련산해모로,59.92,15,2020,응암로30길 15,1435.2469959946595,2,2022-03-16,1.0
벽산블루밍평창힐스,152.06,4,2004,평창문화로 118,1019.3344732342496,18,2022-03-17,0.6339850002884625
신부파스카4차,75.42,13,2004,방울내로 43,1136.3033678069478,18,2022-03-17,0.6339850002884625
상봉힐스테이,16.94,11,2021,봉우재로37길 17,1800.4722550177094,1,2022-03-17,1.0
솔루체2차아파트,48.13,3,2022,월드컵로31길 116,1344.2759193849988,0,2022-03-17,1.0
도봉파크빌3,84.166,14,2002,마들로 891,772.2833448185728,20,2022-03-17,0.8616541669070521
거장메카(116-22),29.75,14,2021,응암로 293,1250.420168067227,1,2022-03-17,1.0
신화아파트(200-4),65.34,3,2004,독산로22길 86,367.3094582185491,18,2022-03-18,0.6339850002884625
신영,16.93,4,2013,면목로69길 16,549.3207324276433,9,2022-03-18,1.0
U-포그니,53.305,9,2016,장한로28가길 114,590.9389363099147,6,2022-03-18,1.0
고려,81.72,14,1984,큰우물로 76,1153.940283896231,38,2022-03-18,0.0
성산동자담이움아파트,84.97,3,2006,월드컵로26길 57,923.8554784041427,16,2022-03-18,0.7396491670032062
래미안서초스위트,95.8079,24,2009,서운로 221,2786.826556056442,13,2022-03-18,1.0
진주,71.97,2,1977,국제금융로 108-6,1111.5742670557177,45,2022-03-19,0.0
역삼2차아이파크,84.891,18,2008,도곡로57길 12,3133.429927789754,14,2022-03-19,1.0
두산위브,114.08,10,2004,신길로60나길 9,1091.3394109396916,18,2022-03-19,0.6339850002884625
우민늘푸른,66.122,8,2004,도림로20길 50,1058.6491636671608,18,2022-03-19,1.0
에스아이팰리스송파올림픽공원,16.6,13,2021,양재대로 1158,1903.6144578313251,1,2022-03-19,1.0
프리마빌,82.33,2,2003,역삼로25길 17,1263.2090368031095,19,2022-03-19,0.5811529169310906
리버뷰,138.94,8,1970,이촌로 224,1065.2080034547287,52,2022-03-19,0.0
동보,84.96,5,1998,오리로13가길 30,633.2391713747646,24,2022-03-19,0.7169925001442311
개포우성1,158.54,12,1983,선릉로 120,3216.8537908414282,39,2022-03-19,0.0
서초노블레스아파트,29.47,8,2019,강남대로39길 15-11,1995.249406175772,3,2022-03-20,1.0
한강로대우아이빌,29.68,12,2004,한강대로43길 13,1179.245283018868,18,2022-03-20,0.6339850002884625
건영아모리움,11.6448,12,2017,천호대로176길 10-12,1374.0038472107722,5,2022-03-20,1.0
한양수자인에듀힐즈,106.8765,15,2019,항동로 42,1497.0550120933976,3,2022-03-21,1.0
대건딜라이트,244.98,2,2003,남부순환로297길 44,469.426075598008,19,2022-03-21,0.5811529169310906
태솔에버빌(712-5),83.49,4,2008,방학로 55,473.1105521619356,14,2022-03-21,0.8453133337179499
마인드에코프라움,35.34,11,2019,구로중앙로18길 11,1103.5653650254667,3,2022-03-21,1.0
스테이72여의도,12.4,7,2013,경인로112길 4-7,1129.032258064516,9,2022-03-21,1.0
자양동삼성,84.83,1,2001,뚝섬로52마길 70,760.3442178474596,21,2022-03-21,0.4754887502163469
주상복합두산,59.25,6,1998,가산로 106,751.0548523206751,24,2022-03-22,0.7400879436282183
삼환(101동),84.98,2,1999,학동로77길 49,1882.795951988703,23,2022-03-22,0.6999999999999998
라이프콤비,122.4,22,1994,63로 32,1380.718954248366,28,2022-03-22,0.18715699480384024
영화노블레스아파트,21.74,14,2019,통일로65길 3,1149.9540018399264,3,2022-03-22,1.0
한진해모로,112.26,2,2001,왕십리로31길 20,1113.486549082487,21,2022-03-22,1.0
백련산파크자이,55.885,5,2021,백련산로 67,1431.5111389460499,1,2022-03-23,1.0
LOFT1487,19.51,8,2022,효령로 200,1922.091235263967,0,2022-03-23,1.0
삼성동신도브래뉴,104.191,6,2010,삼성로103길 12,1151.7309556487605,12,2022-03-23,0.9509775004326936
LOFT1487,19.38,8,2022,효령로 200,1924.6646026831786,0,2022-03-23,1.0
행복자,83.97,7,2004,목동중앙북로8가길 23,714.5409074669525,18,2022-03-23,0.6339850002884625
공감대,84.99,4,2005,공릉로 32,805.9771737851512,17,2022-03-23,0.6868170836458343
옥산크리스탈,74.53,4,2001,위례성대로14길 11,1284.7175633972897,21,2022-03-23,0.9509775004326938
LOFT1487,22.89,4,2022,효령로 200,1815.2031454783748,0,2022-03-23,1.0
슈프림하우스,20.99,4,2022,마천로 123,1126.7270128632683,0,2022-03-24,1.0
은평서해그랑블,59.65,7,2021,서오릉로 253,1114.8365465213747,1,2022-03-24,1.0
슈프림하우스,21.2,4,2022,마천로 123,1125.0,0,2022-03-24,1.0
삼익양재빌라,163.61,5,1993,양재천로23길 16,837.3571297597946,29,2022-03-24,0.07739760316291205
삼환로즈빌,102.375,7,2004,경인로 343,1038.3394383394384,18,2022-03-24,1.0
슈프림하우스,20.29,4,2022,마천로 123,1126.1705273533762,0,2022-03-24,1.0
슈프림하우스,36.77,8,2022,마천로 123,1121.838455262442,0,2022-03-24,1.0
강남상가,63.31,4,1974,압구정로2길 46,1263.623440214816,48,2022-03-24,0.0
슈프림하우스,20.27,5,2022,마천로 123,1154.4153922052294,0,2022-03-24,1.0
슈프림하우스,29.92,2,2022,마천로 123,1077.874331550802,0,2022-03-24,1.0
슈프림하우스,35.33,5,2022,마천로 123,1099.6320407585622,0,2022-03-24,1.0
강남 더샵 포레스트,146.6888,6,2016,광평로34길 35,2372.3692606388495,6,2022-03-24,1.0
슈프림하우스,42.73,7,2022,마천로 123,1101.0999297917156,0,2022-03-24,1.0
슈프림하우스,21.39,4,2022,마천로 123,1154.7452080411406,0,2022-03-24,1.0
슈프림하우스,37.72,5,2022,마천로 123,1105.5143160127254,0,2022-03-24,1.0
호용그린피아,83.22,3,2005,화곡로43가길 44,766.6426339822158,17,2022-03-24,1.0
슈프림하우스,29.96,3,2022,마천로 123,1138.184245660881,0,2022-03-24,1.0
슈프림하우스,20.23,4,2022,마천로 123,1127.0390509144834,0,2022-03-24,1.0
슈프림하우스,28.92,2,2022,마천로 123,1094.3983402489625,0,2022-03-24,1.0
슈프림하우스,29.01,3,2022,마천로 123,1115.1327128576352,0,2022-03-24,1.0
슈프림하우스,29.19,2,2022,마천로 123,1094.552929085303,0,2022-03-24,1.0
(750-6),49.08,3,1998,구로동로20길 52-8,519.559902200489,24,2022-03-24,0.31699250014423114
서초현대타워아파트,179.03,24,1997,강남대로 375,1200.9160475897895,25,2022-03-25,0.553654682481227
보람,107.22,1,1999,등촌로53길 18,596.9035627681403,23,2022-03-25,0.369824583501603
삼성동힐스테이트 1단지,114.463,16,2008,학동로68길 29,2184.1118964206776,14,2022-03-25,1.0
다청림(356),15.57,4,2013,서해안로 2275,610.1477199743096,9,2022-03-25,1.0
신한빌라트-신한미지엔,145.74,9,1997,동남로13길 33,389.73514477837244,25,2022-03-25,0.38698801581456027
원일,68.76,6,1970,통일로 476,843.5136707388016,52,2022-03-25,0.0
동아한신,59.77,5,2000,중앙로6길 17,1120.9636941609504,22,2022-03-26,0.6893233335256418
청안파인,30.83,10,2012,응암로14길 1-15,697.3726889393448,10,2022-03-26,1.0
삼백,73.65,3,2000,오목로3길 5-16,420.90970807875084,22,2022-03-26,0.422656666858975
이너스내안에,66.01,6,2013,도봉로76가길 15,848.3563096500529,9,2022-03-27,1.0
신원,84.95,14,1997,화곡로66길 50,935.8446144791053,25,2022-03-27,0.6345591536762673
리버티하우스,143.15,15,2001,독서당로 70,943.0667132378624,21,2022-03-27,0.8422064766172814
미주,143.24,1,1978,약령시로 154,1026.2496509354928,44,2022-03-28,0.0
한라비발디스튜디오193,22.72,11,2013,강남대로39길 15-10,1232.3943661971832,9,2022-03-28,1.0
트리니엘,40.986,3,2021,가락로39길 5,1585.9073830088323,1,2022-03-28,1.0
거상장미,92.13,4,2003,시흥대로28길 32,434.1691088679041,19,2022-03-28,0.5811529169310906
장안푸르미에,12.5803,7,2013,천호대로97길 9,914.1276440148487,9,2022-03-29,1.0
G&D용산드림,16.2,6,2020,이촌로2가길 9,3672.8395061728397,2,2022-03-29,1.0
타워팰리스2,124.11,40,2003,언주로30길 57,2699.2184352590443,19,2022-03-29,0.7333333333333334
대우아이빌멤버스(891-26),46.877,11,2003,삼성로85길 42,1066.6211574972801,19,2022-03-29,0.5811529169310906
한강자이에클라트,82.28,22,2006,이촌로 1,1859.504132231405,16,2022-03-29,1.0
신반포4,108.42,1,1979,잠원로 37-48,3016.048699501937,43,2022-03-29,0.0
트윈레이크팰리스빌,28.11,5,2018,백제고분로45길 40,1262.895766631092,4,2022-03-29,1.0
그랜빌캐슬,125.83,2,2003,남부순환로379길 35,1037.1135659222762,19,2022-03-29,0.9478195835977573
원평5차,120.53,7,2001,벚꽃로24길 13,435.57620509416745,21,2022-03-30,0.4754887502163469
프라임주택,49.75,7,2016,강서로7길 108,699.4974874371859,6,2022-03-30,1.0
타워맨션,154.55,9,1973,이촌로46길 2,1488.1915237787123,49,2022-03-30,0.0
르메이에르장안타운3차,73.93,10,2005,장한로26다길 13,757.473285540376,17,2022-03-30,0.6868170836458343
미주파스텔,59.57,4,2002,잠원로 166-4,2988.0812489508144,20,2022-03-30,1.0
두영이지안,73.58,7,2005,희우정로1길 48,1073.6613210111443,17,2022-03-30,0.8666666666666667
캐슬렉스,155.93,4,2004,방배로32길 105,1276.2136856281663,18,2022-03-30,0.6339850002884625
태승훼밀리,84.89,9,2008,선유서로34길 6,1119.0952997997408,14,2022-03-30,1.0
삼보,64.04,6,2003,우이천로38길 99,484.07245471580256,19,2022-03-31,0.5811529169310906
메트하임,14.03,10,2020,연서로28길 12,1282.9650748396293,2,2022-03-31,1.0
금호어울림,102.13,3,2004,목동중앙서로 37,1140.7030255556645,18,2022-03-31,0.8
우정에쉐르,77.39,5,2004,서운로3길 29,1389.0683550846363,18,2022-03-31,1.0
수광빌라트,215.22,2,1996,서초대로60길 33,766.657373850014,26,2022-03-31,0.3743139896076805
urbanplace,23.375,3,2014,효령로77길 30,1069.51871657754,8,2022-03-31,1.0
신촌자이엘라,25.21,23,2014,신촌로 149,1110.6703689012297,8,2022-03-31,1.0
프리가,13.6,14,2013,영등포로 390,955.8823529411765,9,2022-03-31,1.0
