단지명,전용면적(㎡),층,건축년도,도로명,면적당 단가(만원),아파트 나이,계약일자,alpha
북한산푸르지오,84.99,7,2015,통일로 660,1141.3107424402872,5,2020-07-11,1.0
북한산푸르지오,59.99,10,2015,통일로 660,1466.911151858643,5,2020-07-11,1.0
대림e-편한세상,84.972,4,2003,한천로63길 10,970.9080638327921,17,2020-07-11,1.0
길동우성,84.75,11,1994,천호대로193길 37,1050.1474926253688,26,2020-07-11,1.0
길동우성,57.1,2,1994,천호대로193길 37,1138.353765323993,26,2020-07-11,0.8988622648534861
현대하이츠,111.96,2,2004,역삼로34길 12,812.7902822436585,16,2020-07-11,1.0
펜트라우스,84.95,20,2011,백범로 205,1483.2254267216008,9,2020-07-11,1.0
신동아,72.44,6,1983,천중로 264,1145.7758144671452,37,2020-07-11,0.0
한신동성,112.24,4,1993,한글비석로 151,836.600142551675,27,2020-07-11,0.5321928094887362
백련산힐스테이트1차,59.93,3,2011,백련산로2길 19,1213.9162356082095,9,2020-07-11,1.0
목동신시가지8,105.35,1,1987,목동서로 280,1613.6687233032749,33,2020-07-11,0.0
상아,51.29,9,1989,섬밭로 265,1043.088321310197,31,2020-07-11,0.0
청계한신휴플러스,59.74,18,2010,서울시립대로 14,1536.6588550385002,10,2020-07-11,1.0
신동아,81.07,4,1986,고덕로 240,1523.374861231035,34,2020-07-11,0.0
은평뉴타운 제각말 푸르지오(5-4단지),84.89,10,2010,연서로 455,883.4962893155848,10,2020-07-11,1.0
강서힐스테이트,84.99,4,2015,우현로 67,1388.3986351335452,5,2020-07-11,1.0
롯데캐슬퍼스트,111.22,12,2008,고덕로 131,1240.784031648984,12,2020-07-11,1.0
우장산타워빌,83.8,4,2002,우장산로4길 60,674.2243436754177,18,2020-07-11,0.6339850002884625
녹번역센트레빌,59.97,5,2013,백련산로 160,1133.9002834750709,7,2020-07-11,1.0
응암푸르지오,114.92,4,2008,백련산로 146,626.5227984684998,12,2020-07-11,1.0
성사1차풍림아파트101동,84.99,4,2000,성암로1길 8,754.2063772208495,20,2020-07-11,1.0
홍제센트럴IPARK,84.9728,8,2020,통일로 395,1647.5860510657526,0,2020-07-11,1.0
부영,80.64,7,1994,강서로56나길 110,973.4623015873016,26,2020-07-11,0.993494814910977
영등포푸르지오,73.133,4,2002,도신로29길 28,1322.2485061463362,18,2020-07-11,1.0
관악드림(삼성),59.83,8,2003,성현로 80,1253.5517299013873,17,2020-07-11,1.0
아크로타워스퀘어,84.65,6,2017,국회대로54길 10,1665.6822209096279,3,2020-07-11,1.0
우림루미아트,59.9488,5,2003,월드컵로31길 77,1084.258567310772,17,2020-07-11,1.0
대상3,59.61,7,2000,월드컵로31길 103,855.5611474584801,20,2020-07-11,1.0
래미안서초스위트,95.7555,17,2009,서운로 221,2255.745100803609,11,2020-07-11,1.0
고덕숲아이파크,84.97,13,2018,고덕로80길 134,1706.4846416382252,2,2020-07-11,1.0
경남,59.76,2,2005,논현로 209,2401.2717536813925,15,2020-07-11,1.0
대림아파트,84.92,17,1993,여의대방로44길 10,1460.197833254828,27,2020-07-11,0.6977279923499915
월곡래미안루나밸리,59.98,4,2007,월곡로14길 26,1217.0723574524843,13,2020-07-11,1.0
벽산,84.85,7,1988,섬밭로 229,954.6258102533884,32,2020-07-11,0.0
관악드림(동아),84.96,2,2003,성현로 80,1018.1261770244822,17,2020-07-11,1.0
배재현대,59.94,1,1995,고덕로61길 37,1368.0347013680348,25,2020-07-11,1.0
주공2,58.65,14,1995,여의대방로44길 47,1415.1747655583972,25,2020-07-11,0.9153088493882789
영등포푸르지오,79.777,21,2002,도신로29길 28,1322.4362911616129,18,2020-07-11,1.0
삼익,89.62,1,1982,효령로34길 79,1751.841106895782,38,2020-07-11,0.0
CJ나인파크,97.24,12,2007,백범로90다길 12,1234.0600575894694,13,2020-07-11,1.0
대원칸타빌,81.233,5,2001,목동로 224,1366.4397473933006,19,2020-07-11,0.3666666666666667
염리삼성래미안,59.76,2,2001,백범로25길 63,1539.4912985274432,19,2020-07-11,1.0
태영,59.97,11,1999,공항대로61길 60,1000.5002501250625,21,2020-07-11,1.0
쌍용스윗닷홈,84.98,19,2005,거북골로 91-6,1000.2353494939986,15,2020-07-11,1.0
고척파크푸르지오,59.89,2,2009,중앙로 121,1265.6536984471531,11,2020-07-11,1.0
학마을1단지,49.99,7,2000,신정로14길 6,990.1980396079216,20,2020-07-11,1.0
개포주공5단지,61.19,1,1983,삼성로4길 17,2810.91681647328,37,2020-07-11,0.0
관악산벽산타운5,59.34,12,2004,금하로 816,724.6376811594203,16,2020-07-11,1.0
흑석한강푸르지오,84.98,8,2012,흑석한강로 27,1623.9115085902565,8,2020-07-11,1.0
관악월드메르디앙,84.56,8,2005,관악로28길 80,815.9886471144749,15,2020-07-11,1.0
삼성래미안,59.33,21,2001,가마산로79길 7,1146.1318051575931,19,2020-07-11,1.0
봉천우성,84.96,10,2000,관악로30길 12,918.0790960451978,20,2020-07-11,1.0
화곡푸르지오,104.75,13,2002,화곡로13길 107,926.0143198090692,18,2020-07-11,1.0
래미안마포리버웰,114.66,12,2015,토정로31길 23,1735.566021280307,5,2020-07-11,1.0
현대프라임,59.82,16,1997,광나루로56길 29,1671.6817118020729,23,2020-07-11,1.0
한진한화그랑빌,84.97,1,2002,마들로 31,876.7800400141226,18,2020-07-11,1.0
남산센트럴자이,114.84,7,2009,퇴계로 235,892.5461511668408,11,2020-07-11,1.0
주공5,84.79,2,1992,중계로 230,1114.518221488383,28,2020-07-11,0.42146187299249077
주공5,76.51,12,1992,중계로 230,1150.1764475231996,28,2020-07-11,0.46515199489999437
태솔에버빌,84.86,3,2008,삼양로80길 55,424.228140466651,12,2020-07-11,0.6
동훈CDI,81.77,2,2010,조원로13길 23,644.4906444906445,10,2020-07-11,0.6666666666666667
한화오벨리스크,38.88,8,2004,마포대로 33,1270.5761316872427,16,2020-07-11,1.0
신공덕래미안2차,114.5,5,2000,만리재로 74,1048.0349344978165,20,2020-07-11,1.0
주공2,39.97,16,2001,한천로 248,900.6755066299725,19,2020-07-11,1.0
석관래미안,59.9,2,2009,화랑로 214,1135.2253756260434,11,2020-07-11,1.0
마포래미안푸르지오4단지,84.5978,3,2014,마포대로 195,1891.302137880654,6,2020-07-11,1.0
센츄리,84.56,12,1994,중앙로12길 12,708.3727530747398,26,2020-07-11,0.838053629181633
이펜하우스4단지,84.86,1,2011,신정이펜1로 51,704.6900777751591,9,2020-07-11,1.0
관악파크푸르지오,84.98,2,2014,행운10길 21,1000.2353494939986,6,2020-07-11,1.0
래미안영등포프레비뉴,84.98,5,2015,가마산로 442,1494.469286891033,5,2020-07-11,1.0
청담동삼성1차(101동),59.4,4,1997,삼성로133길 20,2255.892255892256,23,2020-07-11,1.0
동아3,84.99,24,2000,신도림로 78,1411.930815390046,20,2020-07-11,1.0
동아1,59.978,21,1999,신도림로 87,1498.8829237387042,21,2020-07-11,1.0
동아1,84.908,5,1999,신도림로 87,1295.5198567861685,21,2020-07-11,1.0
동진신안,101.99,8,1993,중계로 195,1029.512697323267,27,2020-07-11,0.5977279923499915
한성,134.33,4,1997,가마산로 575,736.9909923323158,23,2020-07-11,0.9333333333333331
한일유앤아이,74.229,8,2006,가마산로 87,774.6298616443709,14,2020-07-11,1.0
극동(105),84.32,4,1993,동작대로29길 119,1055.5028462998102,27,2020-07-11,0.6714245517666121
우민늘푸른,78.555,15,2004,도림로20길 50,762.523073006174,16,2020-07-11,0.4666666666666667
중앙하이츠빌2단지,84.6824,11,2005,정릉로26길 8,850.2357042313397,15,2020-07-11,1.0
힐스테이트 상도 프레스티지,120.49,9,2013,상도로 346-2,1220.018258776662,7,2020-07-11,1.0
송파파인타운13단지,84.85,1,2011,송파대로8길 10,1449.6169711255156,9,2020-07-11,1.0
힐스테이트 상도 센트럴파크,84.7835,16,2012,상도로 346-1,1586.3935789392983,8,2020-07-11,1.0
힐스테이트 상도 센트럴파크,59.7686,2,2012,상도로 346-1,1823.700069936388,8,2020-07-11,1.0
은평뉴타운꿈에그린,59.98,4,2018,진관3로 33,1217.0723574524843,2,2020-07-11,1.0
래미안상도3차,84.96,2,2004,상도로53길 8,1247.6459510357815,16,2020-07-11,1.0
관악푸르지오,84.75,1,2004,관악로30길 27,991.1504424778761,16,2020-07-11,1.0
흑석한강센트레빌,84.84,8,2011,흑석한강로 12,1762.1404997642621,9,2020-07-11,1.0
신트리1,49.95,13,1999,신정로 293,1221.2212212212212,21,2020-07-11,1.0
신트리1,49.8,1,1999,신정로 293,1004.0160642570281,21,2020-07-11,1.0
화곡푸르지오,84.914,12,2002,화곡로13길 107,1001.0127894104623,18,2020-07-11,1.0
신림동이모르젠,83.4,2,2003,신사로 84,713.4292565947242,17,2020-07-11,0.43333333333333335
가락금호아파트,59.91,11,1997,송파대로32길 15,1902.8542814221332,23,2020-07-11,1.0
구로두산,84.9,10,1998,도림로 59,812.7208480565371,22,2020-07-11,1.0
신트리4,48.96,5,2000,신정로 260,1123.3660130718954,20,2020-07-11,1.0
공덕현대,84.61,12,1989,마포대로11길 73,1175.9839262498522,31,2020-07-11,0.0
주공1,84.84,7,2001,한천로 248,872.2300801508721,19,2020-07-11,1.0
신정6현대,114.8,17,2000,신정로 170,782.2299651567945,20,2020-07-11,1.0
마포경남아너스빌,84.95,4,2007,신수로 81,1177.1630370806356,13,2020-07-11,1.0
반도유보라아일랜드,122.6843,2,2008,신수로2길 6,1287.858348623255,12,2020-07-11,1.0
등촌동아이파크,134.8836,10,2004,등촌로 163,778.4489737818385,16,2020-07-11,1.0
혜성,98.88,1,1972,마포대로19길 8,788.8349514563107,48,2020-07-11,0.0
성원상떼빌,117.16,5,2006,송파대로28길 27,857.8012973711164,14,2020-07-11,0.8453133337179499
신이문금호어울림,84.84,7,2008,신이문로 9,884.016973125884,12,2020-07-11,1.0
래미안세레니티,59.92,20,2009,종암로23길 35,1351.8024032042724,11,2020-07-11,1.0
신트리1,59.42,4,1999,신정로 293,1194.8838774823291,21,2020-07-11,1.0
동부센트레빌,115.93,6,2001,송파대로32길 33,1268.0065556801517,19,2020-07-11,1.0
래미안크리시엘,59.99,4,2004,종암로25길 30,1175.1958659776628,16,2020-07-11,1.0
신정현대5,59.08,11,1999,신정로 300,1176.3710223425865,21,2020-07-11,1.0
삼성래미안트리베라2단지,84.29,15,2010,삼양로27길 19,972.8318899039032,10,2020-07-11,1.0
공덕아이파크,59.98,2,2013,만리재로 36,1942.3141047015672,7,2020-07-11,1.0
월곡갑을명가,84.7,8,2007,화랑로11길 26,729.6340023612751,13,2020-07-11,1.0
삼호4,50.18,9,1987,마들로 127,1191.7098445595855,33,2020-07-11,0.0
래미안밤섬리베뉴Ⅱ,59.99,7,2014,독막로20나길 21,2125.354225704284,6,2020-07-11,1.0
등촌동아이파크,84.9958,18,2004,등촌로 163,1052.9932067231557,16,2020-07-11,1.0
현대(3차),84.35,6,1992,중계로 172-13,879.6680497925312,28,2020-07-11,0.2972954412424864
테헤란로대우아이빌(891-6),35.51,24,2004,테헤란로 428,1261.6164460715293,16,2020-07-11,1.0
청구(366),115.47,7,1993,중계로 184,995.9296787044254,27,2020-07-11,0.6491853096329674
래미안파크팰리스,59.968,9,2007,동남로 225,2034.4183564567768,13,2020-07-11,1.0
서초네이처힐4단지,84.61,1,2011,태봉로2길 65,1489.1856754520743,9,2020-07-11,1.0
DMC파크뷰자이2단지,59.981,3,2015,가재울미래로 2,1633.850719394475,5,2020-07-11,1.0
한화꿈에그린,84.939,1,2004,마포대로10길 22,1348.026230589011,16,2020-07-11,1.0
DMC파크뷰자이2단지,84.968,15,2015,가재울미래로 2,1447.6038037849544,5,2020-07-11,1.0
아남,84.69,13,1996,종암로36길 52,619.9078993978038,24,2020-07-11,0.878463484555752
자이파인빌(101동),83.04,6,2006,송파대로14길 8,804.431599229287,14,2020-07-11,1.0
신정현대5,102.79,10,1999,신정로 300,872.6529818075687,21,2020-07-11,0.9000000000000001
구로두산,44.64,18,1998,도림로 59,940.8602150537635,22,2020-07-11,1.0
현대,59.95,10,2000,석계로 49,1050.8757297748123,20,2020-07-11,1.0
공덕1삼성래미안,84.94,8,1999,마포대로 115-8,1565.811160819402,21,2020-07-11,1.0
등촌동아이파크,165.8299,15,2004,등촌로 163,753.784450210728,16,2020-07-11,1.0
DMC두산위브,84.9631,4,2007,증가로 200-8,900.390875568335,13,2020-07-11,1.0
돈암동해피트리,84.98,3,2013,아리랑로5길 92,922.5700164744645,7,2020-07-11,1.0
서울숲푸르지오,59.39,3,2007,금호로 15,1835.3258124263343,13,2020-07-11,1.0
건영,32.8,3,1997,만양로 26,1625.0000000000002,23,2020-07-11,1.0
길음뉴타운경남아너스빌,59.59,12,1999,정릉로 305,998.4896794764221,21,2020-07-11,1.0
석촌호수효성해링턴타워,33.6891,5,2015,석촌호수로 210,1415.8882249748433,5,2020-07-11,1.0
독립문삼호,75.66,15,1995,독립문로 10,1149.8810467882633,25,2020-07-11,0.9043774591170162
대은팰리스뷰(101),84.9,6,2007,상암로3길 32,765.6065959952886,13,2020-07-11,0.5666666666666667
DMC래미안클라시스,84.95,8,2000,증가로 191,1014.714537963508,20,2020-07-11,1.0
포레나 신길,101.9112,8,2008,신길로 119,1074.464828203377,12,2020-07-11,1.0
세곡리엔파크(3단지),84.96,6,2011,헌릉로590길 11,1353.5781544256122,9,2020-07-11,1.0
우물골2단지두산위브(223~244동)BL2-7,84.54,2,2010,진관2로 57-37,885.9711379228767,10,2020-07-11,1.0
길음뉴타운경남아너스빌,114.63,6,1999,정릉로 305,641.1934048678356,21,2020-07-11,1.0
수유벽산1차,63.78,11,1993,삼각산로 143-1,705.5503292568203,27,2020-07-11,0.688264304936184
대상타운현대아파트,60.0,19,2001,마들로 616,1000.0,19,2020-07-11,1.0
라온미브아파트,42.86,8,2017,남부순환로 385,513.2991133924405,3,2020-07-11,0.9
박석고개1단지힐스테이트(116~131동)BL2-1,134.84,2,2009,진관1로 21-10,734.2035004449718,11,2020-07-11,1.0
현대,84.85,8,1996,토정로 242,1060.695344725987,24,2020-07-11,0.19999999999999996
이편한세상금호파크힐스,59.949,1,2019,금호로 140,1959.9993327661846,1,2020-07-11,1.0
쎈트앤빌,77.59,4,2002,승방3나길 30,567.0833870344117,18,2020-07-11,0.4
현대,59.91,1,1998,살곶이길 50,1068.269070272075,22,2020-07-11,1.0
래미안아름숲,84.91,15,2012,전농로16길 51,1112.9431162407254,8,2020-07-11,1.0
상암월드컵파크7단지,84.45,3,2005,상암산로1길 92,1195.9739490822972,15,2020-07-11,1.0
독립문삼호,108.63,12,1995,독립문로 10,920.5560158335635,25,2020-07-11,0.8256993850644789
은하,121.52,4,1974,63로 7,1370.144832126399,46,2020-07-11,0.0
우물골2단지두산위브(209~222동)BL2-8,84.54,2,2009,진관2로 111-7,851.6678495386799,11,2020-07-11,1.0
동아,59.25,14,1997,상암로81길 7,843.8818565400844,23,2020-07-11,1.0
독산동한양수자인,68.161,4,2011,시흥대로150길 6,921.3479849180617,9,2020-07-11,1.0
원흥타운,83.7,7,1996,화곡로18길 30-11,382.31780167264037,24,2020-07-11,0.4643856189774723
송파파인타운5단지,84.98,15,2008,충민로4길 5,1400.329489291598,12,2020-07-11,1.0
청솔2차우성,82.49,17,2000,전농로10길 80,903.1397745181234,20,2020-07-11,1.0
신일해피트리,84.98,11,2005,수색로 147-1,859.0256530948458,15,2020-07-11,1.0
신대림자이1단지,84.92,12,2007,시흥대로173길 13,989.1662741403674,13,2020-07-11,1.0
돈의문센트레빌,59.98,8,2011,독립문로14길 33,1505.5018339446483,9,2020-07-11,1.0
래미안방배에버뉴,181.481,10,1977,동광로19길 51,1074.4926466131442,43,2020-07-11,0.0
DMC래미안e편한세상,59.97,3,2012,수색로 100,1550.775387693847,8,2020-07-11,1.0
미성,50.14,7,1986,마들로 59,1326.286398085361,34,2020-07-11,0.0
마고정3단지센트레빌(323~335동)BL2-2,101.98,10,2009,진관2로 60,975.6815061776819,11,2020-07-11,1.0
동작상떼빌,84.98,23,2006,신대방1가길 38,1032.5959049188043,14,2020-07-11,1.0
신내우디안1단지,84.82,9,2014,신내역로1길 85,842.9615656684745,6,2020-07-11,1.0
상계현대3차,84.96,14,1999,수락산로 234,635.5932203389831,21,2020-07-11,1.0
롯데캐슬,84.966,11,2014,중앙로29길 61,1118.0942965421464,6,2020-07-11,1.0
두영이지안,111.59,2,2008,만리재로14길 27,660.4534456492516,12,2020-07-11,0.6
(807-30),53.33,1,1996,구로동로12길 4-22,277.51734483405215,24,2020-07-11,0.5169925001442311
영등포아트자이,84.974,1,2014,도영로 66,1165.0622543366205,6,2020-07-11,1.0
마곡수명산파크4단지,59.84,13,2008,수명로1길 16,1119.6524064171122,12,2020-07-11,1.0
래미안힐스테이트고덕,59.92,3,2016,아리수로50길 50,2019.3591455273697,4,2020-07-11,1.0
마곡수명산파크5단지,59.84,10,2008,수명로2길 105,1186.4973262032086,12,2020-07-11,1.0
밤섬경남아너스빌,84.83,15,2009,독막로28길 10,1296.711069197218,11,2020-07-11,1.0
파크하비오,84.9725,13,2016,송파대로 111,1647.5918679572803,4,2020-07-11,1.0
송파파인타운6단지,84.98,8,2008,충민로6길 14,1470.9343374911743,12,2020-07-11,1.0
래미안하이리버,84.99,2,2012,금호로 107,1458.9951759030475,8,2020-07-11,1.0
우물골2단지두산위브(245~255동)BL2-6,84.54,6,2009,진관2로 57-7,1011.3555713271824,11,2020-07-11,1.0
신안파크,72.97,1,1987,지양로15길 20,596.1353981088118,33,2020-07-11,0.0
동성3,105.93,11,1997,신내로 110,604.1725667893892,23,2020-07-11,0.7751165554737177
문정대우푸르지오2차,84.82,16,2001,송이로32길 37,1235.5576514972884,19,2020-07-11,1.0
한우리아파트,84.39,5,2005,중앙로55길 31,426.5908282971916,15,2020-07-11,1.0
건영(103동-106동),84.94,13,1997,만양로 26,1024.2524134683306,23,2020-07-11,1.0
독립문극동(200-0),84.87,14,1998,독립문공원길 17,1107.5762931542358,22,2020-07-11,1.0
파크하비오,84.9072,2,2016,송파대로 111,1625.303861156651,4,2020-07-11,1.0
상암월드컵파크7단지,104.77,8,2005,상암산로1길 92,1086.1887945022431,15,2020-07-11,1.0
신림푸르지오,59.95,12,2005,남부순환로 1430,1201.0008340283568,15,2020-07-11,1.0
상계주공11(고층),58.01,5,1988,동일로227길 25,1060.162041027409,32,2020-07-11,0.0
래미안아트리치,59.42,6,2019,돌곶이로8길 22,1405.2507573207674,1,2020-07-11,1.0
래미안힐스테이트고덕,59.35,31,2016,아리수로50길 50,1954.5071609098568,4,2020-07-11,1.0
파크리오,84.79,19,2008,올림픽로 435,2429.5317844085384,12,2020-07-12,1.0
동아,84.91,5,2002,신반포로33길 15,2496.7612766458606,18,2020-07-12,1.0
서울가든,71.53,8,1985,겸재로 24,633.3007129875576,35,2020-07-12,0.0
둔촌푸르지오,59.98,13,2010,명일로 172,1662.220740246749,10,2020-07-12,1.0
동답한신,35.45,9,1992,답십리로 210-30,888.5754583921015,28,2020-07-12,0.43899750004807697
두산,59.96,5,2000,답십리로56길 21,1100.7338225483657,20,2020-07-12,1.0
쌍용,84.85,14,1994,올림픽로47길 9,1237.4779021803183,26,2020-07-12,0.6893233335256415
우성,73.15,11,1991,바우뫼로 91,1667.805878332194,29,2020-07-12,0.20826425044811947
우성KBS(113동),84.69,2,1996,바우뫼로 91,1475.9711890423898,24,2020-07-12,1.0
래미안공덕4차,59.9,2,2005,마포대로11길 50,1736.2270450751253,15,2020-07-12,1.0
광남캐스빌,84.44,8,2009,문정로 261,698.7209853150166,11,2020-07-12,1.0
두산,59.95,4,2000,답십리로56길 21,1117.5979983319432,20,2020-07-12,1.0
벽산,57.71,5,1988,섬밭로 229,859.469762606134,32,2020-07-12,0.0
라이프콤비,131.6,15,1994,63로 32,767.4772036474164,26,2020-07-12,0.5762570793183149
길음뉴타운2단지푸르지오,59.99,16,2005,길음로 119,1200.2000333388899,15,2020-07-12,1.0
한신,81.7,3,1981,녹사평대로 245,1064.8714810281517,39,2020-07-12,0.0
대림e-편한세상7,84.928,22,2004,신도림로 56-13,1412.9615674453655,16,2020-07-12,1.0
문래대림,59.96,13,2000,선유로 33,1050.7004669779853,20,2020-07-12,1.0
동아하이빌아파트,84.97,8,2000,구천면로 278,835.5890314228551,20,2020-07-12,1.0
현대그린1,84.93,16,2006,논현로51길 25,1931.0020016484161,14,2020-07-12,1.0
정릉힐스테이트3차,84.97,9,2008,보국문로 116,823.8201718253501,12,2020-07-12,1.0
